,initial values,1,2,3,4,5,7,9,10,11,12
Theta3_LR,0,-0.1597126236,-0.07533587375,-0.2647225075,-0.375182205,-0.3551235838,-1.237791355,-0.006813721954,-0.01440966351,0.04283754623,0.03502698352
XRightOu,12.02081528,12.10648918,12.11806627,12.34941778,12.26597388,12.13962718,12.51931155,12.13792074,11.98711663,12.12881435,12.28794121
YRightOu,0,-0.01880345634,0.005760575763,-0.0780402172,-0.09285851522,-0.05449083458,-0.2158211458,0.001756993692,-0.003072930558,0.01726123494,0.03163594007
ZRightOu,-12.02081528,-12.74764673,-12.67913397,-15.07823798,-15.24573189,-14.82921223,-18.56048342,-15.09265473,-12.9997874,-12.28771992,-14.58193158
nxRightOu,-0.121869343,-0.03389444011,0.02042099987,-0.1737843445,-0.1227887013,-0.0443224263,-0.02778005726,-0.01269283558,-0.01851001743,-0.1134252793,-0.03335840842
nyRightOu,0,0.004545358118,0.00579578314,0.003686743328,-0.00776339577,-0.007504189749,0.1194672795,-0.005317629434,-0.00444981987,-0.002805882035,-0.004564223352
nzRightOu,0.992546152,0.9903993937,0.9871085143,0.9516756532,0.9587159523,1.031571435,0.9646560653,0.9715667983,0.972377061,0.9657056615,0.9717366764
mx,0.0028,0.002579022246,0.003090310173,0.002475796091,0.002977201197,0.002477390528,0.002458425971,0.002635900198,0.00337203223,0.003416517182,0.003227850615
my,0.0028,0.002565685356,0.003057864419,0.002439805027,0.002922857483,0.002871319979,0.002735042363,0.002579516189,0.003331212417,0.003383790785,0.003166550198
u0,1008,1008.001132,1008.002147,1007.999234,1007.999362,1008.00144,1008.000833,1008.00101,1008.002908,1008.000779,1008.000582
v0,756,756.000353,756.00075,756.0003758,756.0026891,755.9997463,755.9984959,756.0044084,756.0079994,756.0085734,756.0050535
